Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Age_Groups
Graduation,Married,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,74,11,0,4,1415,23,Old
PhD,Married,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,50,11,1,2,405,16,Mid_aged
PhD,Married,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,46,11,0,0,1908,19,Young
Graduation,Married,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,55,11,0,4,2486,26,Mid_aged
2n Cycle,Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,48,11,0,0,1315,27,Mid_aged
PhD,Widow,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,68,10,2,0,45,7,Old
Graduation,Divorced,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,70,10,0,4,1789,17,Old
2n Cycle,Married,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,52,12,1,2,19,4,Mid_aged
Master,Engaged,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,43,12,1,2,573,22,Young
Graduation,Single,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,35,10,1,2,805,24,Young
Graduation,Divorced,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,70,10,2,0,108,8,Old
Graduation,Engaged,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,46,11,0,0,1493,23,Young
Graduation,Married,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,51,11,1,2,936,25,Mid_aged
Graduation,Divorced,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,68,11,1,2,343,16,Old
PhD,Widow,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,68,12,1,2,528,20,Old
PhD,Single,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,37,11,0,4,1901,12,Young
2n Cycle,Married,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,1,43,11,2,4,724,22,Young
Graduation,Engaged,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,37,11,1,2,58,7,Young
PhD,Married,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,70,11,1,2,297,16,Old
Graduation,Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,70,11,1,2,488,21,Old
Master,Married,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,71,12,1,2,859,23,Old
Graduation,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,56,10,2,0,69,10,Mid_aged
PhD,Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,61,11,2,0,17,4,Mid_aged
Graduation,Engaged,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,45,12,1,2,2194,21,Young
PhD,Engaged,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,48,10,1,2,116,8,Mid_aged
Graduation,Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,46,11,1,2,279,18,Young
Master,Engaged,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,56,12,1,2,103,7,Mid_aged
Master,Married,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,53,10,2,0,44,9,Mid_aged
Master,Married,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,73,10,0,0,406,15,Old
2n Cycle,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,59,10,0,0,1363,20,Mid_aged
Graduation,Engaged,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,55,11,0,0,236,11,Mid_aged
Graduation,Married,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,51,11,1,2,39,5,Mid_aged
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,48,11,0,0,137,8,Mid_aged
Graduation,Married,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,51,10,1,2,79,10,Mid_aged
PhD,Engaged,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,50,11,1,2,63,6,Mid_aged
PhD,Engaged,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,1,71,11,3,4,1314,25,Old
Master,Engaged,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,58,10,1,2,71,6,Mid_aged
Graduation,Married,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,46,12,1,2,58,7,Young
PhD,Married,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,57,11,1,2,702,21,Mid_aged
Graduation,Single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,46,11,1,2,94,7,Young
Basic,Single,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,37,11,1,2,80,7,Young
PhD,Divorced,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,66,11,1,2,22,5,Old
2n Cycle,Engaged,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,60,12,1,2,1211,32,Mid_aged
Graduation,Engaged,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,53,11,0,4,1461,22,Mid_aged
Graduation,Single,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,53,11,0,4,1968,20,Mid_aged
Graduation,Engaged,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,55,10,0,0,1091,16,Mid_aged
2n Cycle,Married,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,47,11,1,2,55,5,Young
Graduation,Single,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,44,12,0,0,313,13,Young
PhD,Engaged,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,66,10,2,0,62,11,Old
Master,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,52,11,2,0,92,9,Mid_aged
PhD,Married,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,53,10,1,2,72,6,Mid_aged
Graduation,Married,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,71,11,1,2,655,21,Old
Graduation,Married,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,0,65,10,1,2,704,18,Mid_aged
Graduation,Married,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,70,12,2,3,54,8,Old
Graduation,Single,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,33,12,0,0,178,16,Young
Graduation,Engaged,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,62,10,0,0,1033,14,Mid_aged
Graduation,Engaged,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,38,11,1,2,36,5,Young
Master,Single,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,59,12,1,2,122,10,Mid_aged
Master,Married,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,58,11,1,2,122,7,Mid_aged
PhD,Married,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,64,11,1,2,1123,27,Mid_aged
Graduation,Engaged,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,40,12,1,2,497,18,Young
Graduation,Married,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,0,58,11,1,2,691,25,Mid_aged
PhD,Engaged,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,0,0,58,10,2,0,12,4,Mid_aged
PhD,Married,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,75,11,0,0,2440,25,Old
2n Cycle,Divorced,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,1,54,11,2,4,56,7,Mid_aged
Master,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,41,11,1,2,37,5,Young
Graduation,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,39,12,0,0,968,21,Young
Graduation,Married,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,50,12,1,2,270,15,Mid_aged
PhD,Married,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,73,11,0,0,278,12,Old
Graduation,Single,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,72,12,0,0,1250,22,Old
Graduation,Engaged,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,37,11,0,0,938,17,Young
Master,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,75,12,2,0,1178,28,Old
Graduation,Engaged,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,0,0,66,11,2,0,1155,26,Old
PhD,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,37,11,0,4,653,20,Young
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,51,10,2,0,49,6,Mid_aged
PhD,Married,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,60,10,1,2,506,17,Mid_aged
Graduation,Married,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,63,12,2,0,38,8,Mid_aged
Graduation,Single,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,0,1,32,10,0,4,1650,23,Young
2n Cycle,Divorced,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,59,12,1,2,1826,33,Mid_aged
Graduation,Divorced,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,68,12,0,0,18,4,Old
Graduation,Married,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,1,0,46,10,0,3,906,24,Young
Graduation,Engaged,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,58,12,1,2,1477,25,Mid_aged
Graduation,Engaged,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,69,12,1,2,766,23,Old
Graduation,Married,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,71,10,1,2,47,7,Old
Graduation,Engaged,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,66,11,0,0,467,14,Old
Graduation,Engaged,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,63,11,0,0,2116,21,Mid_aged
PhD,Married,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,43,11,0,0,1298,25,Young
2n Cycle,Engaged,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,48,11,2,0,22,6,Mid_aged
Master,Single,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,56,10,1,2,396,15,Mid_aged
PhD,Married,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,46,11,1,2,20,4,Young
Graduation,Single,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,59,10,0,0,967,13,Mid_aged
Graduation,Married,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,1,53,12,1,2,357,19,Mid_aged
Graduation,Married,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,1,68,12,0,4,1401,16,Old
Graduation,Engaged,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,42,11,1,2,15,4,Young
Master,Single,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,1,54,11,0,4,2087,20,Mid_aged
Graduation,Married,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,47,11,1,2,981,26,Young
Graduation,Single,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,54,11,2,0,17,6,Mid_aged
PhD,Engaged,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,66,11,0,4,523,22,Old
Graduation,Engaged,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,41,10,1,2,23,4,Young
PhD,Single,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,1,66,10,0,4,1192,17,Old
PhD,Married,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,51,10,0,0,1958,20,Mid_aged
PhD,Single,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,50,10,1,2,133,9,Mid_aged
PhD,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,52,11,2,0,73,9,Mid_aged
PhD,Married,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,59,10,2,0,121,10,Mid_aged
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,45,11,1,2,424,15,Young
Graduation,Divorced,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,66,10,1,2,868,13,Old
2n Cycle,Single,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,38,12,0,0,756,15,Young
Master,Engaged,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,42,11,1,2,12,4,Young
Graduation,Married,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,45,11,1,2,937,25,Young
Graduation,Divorced,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,49,11,0,4,1862,17,Mid_aged
2n Cycle,Married,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,45,11,1,2,367,14,Young
Graduation,Married,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,38,11,1,2,443,20,Young
Graduation,Engaged,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,54,11,1,2,267,13,Mid_aged
Graduation,Married,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,52,10,1,2,61,6,Mid_aged
PhD,Single,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,64,11,0,0,1323,21,Mid_aged
PhD,Married,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,72,10,1,2,63,6,Old
2n Cycle,Married,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,50,10,1,2,562,19,Mid_aged
Graduation,Married,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,59,10,2,0,312,19,Mid_aged
Graduation,Divorced,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,70,11,0,0,1156,16,Old
2n Cycle,Single,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,41,11,0,4,1104,16,Young
PhD,Single,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,51,10,2,0,16,4,Mid_aged
PhD,Single,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,40,11,1,2,44,9,Young
Graduation,Engaged,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,53,11,1,2,1574,14,Mid_aged
PhD,Married,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,41,11,1,2,63,5,Young
Master,Married,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,41,11,0,4,426,12,Young
Basic,Engaged,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,58,11,0,0,96,6,Mid_aged
2n Cycle,Married,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,46,11,1,2,635,23,Young
Graduation,Single,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,56,11,1,2,757,22,Mid_aged
PhD,Married,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,45,12,1,2,125,9,Young
Master,Divorced,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,51,11,2,0,332,16,Mid_aged
Graduation,Single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,45,11,1,2,135,8,Young
Graduation,Married,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,70,12,1,2,330,14,Old
Graduation,Divorced,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,1,62,12,2,4,384,20,Mid_aged
Graduation,Single,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,58,12,2,0,1722,18,Mid_aged
Graduation,Engaged,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,47,10,3,0,78,7,Young
Basic,Single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,39,11,0,0,24,4,Young
2n Cycle,Divorced,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,72,11,0,4,1168,25,Old
Master,Married,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,73,11,1,2,957,17,Old
Graduation,Single,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,57,11,2,0,15,4,Mid_aged
Graduation,Married,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,46,10,1,2,57,5,Young
Graduation,Engaged,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,48,12,1,2,1956,24,Mid_aged
Graduation,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,39,11,0,4,2013,21,Young
2n Cycle,Engaged,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,50,10,1,2,326,14,Mid_aged
PhD,Married,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,56,12,2,0,77,9,Mid_aged
PhD,Divorced,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,62,11,0,4,1313,20,Mid_aged
Graduation,Married,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,63,11,1,2,315,14,Mid_aged
Graduation,Married,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,35,11,1,2,74,7,Young
2n Cycle,Divorced,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,46,10,1,2,46,7,Young
PhD,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,62,11,1,2,86,8,Mid_aged
Graduation,Widow,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,79,11,0,0,1103,25,Old
Master,Engaged,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,50,10,1,2,61,11,Mid_aged
Graduation,Engaged,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,43,11,1,2,145,9,Young
Graduation,Engaged,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,68,12,2,0,684,31,Old
PhD,Married,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,70,11,1,2,411,16,Old
Graduation,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,38,12,1,2,27,4,Young
PhD,Widow,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,81,11,0,0,1060,27,Old
Graduation,Engaged,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,60,12,1,2,1459,24,Mid_aged
Graduation,Married,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,45,12,1,2,18,4,Young
Graduation,Engaged,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,50,12,0,4,1833,26,Mid_aged
Master,Married,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,64,10,1,2,237,12,Mid_aged
PhD,Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,61,10,2,0,48,10,Mid_aged
Graduation,Married,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,1,48,11,2,4,515,26,Mid_aged
Graduation,Engaged,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,50,12,0,0,1020,15,Mid_aged
Graduation,Married,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,63,10,0,0,1370,11,Mid_aged
Graduation,Married,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,73,11,1,2,1026,25,Old
Graduation,Married,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,59,10,1,2,301,12,Mid_aged
Graduation,Married,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,59,12,1,2,499,17,Mid_aged
Graduation,Engaged,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,30,12,0,0,1004,21,Young
PhD,Married,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,50,11,1,2,218,12,Mid_aged
Graduation,Married,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,52,11,1,2,606,22,Mid_aged
2n Cycle,Married,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,56,11,1,2,75,6,Mid_aged
Graduation,Engaged,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,56,12,3,0,106,9,Mid_aged
Graduation,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,76,11,0,0,990,17,Old
Graduation,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,55,10,0,0,1097,16,Mid_aged
Basic,Married,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,28,10,0,0,16,4,Young
PhD,Married,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,34,12,0,0,1711,16,Young
Master,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,67,10,2,0,438,17,Old
Basic,Engaged,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,45,11,1,2,75,7,Young
Master,Married,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,64,11,1,2,225,13,Mid_aged
Master,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,72,12,2,0,18,4,Old
Graduation,Married,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,43,11,1,2,470,17,Young
Graduation,Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,43,11,2,0,91,9,Young
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,33,10,0,0,2525,18,Young
Graduation,Engaged,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,0,74,11,1,3,504,19,Old
Graduation,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,67,11,1,2,235,11,Old
PhD,Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,63,11,1,2,1232,21,Mid_aged
Basic,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,66,11,2,0,88,12,Old
Graduation,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,53,10,1,2,17,4,Mid_aged
Graduation,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,39,11,1,2,24,5,Young
Graduation,Married,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,59,11,2,0,60,7,Mid_aged
PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,72,11,1,2,1020,26,Old
PhD,Engaged,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,62,12,1,2,155,10,Mid_aged
2n Cycle,Married,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,50,10,2,0,51,5,Mid_aged
Master,Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,54,12,0,4,1812,16,Mid_aged
Master,Widow,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,55,12,1,2,1461,25,Mid_aged
Graduation,Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,64,10,1,2,96,6,Mid_aged
Graduation,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,72,10,1,2,160,9,Old
Master,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,55,11,2,0,139,10,Mid_aged
Master,Married,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,55,11,1,2,1161,19,Mid_aged
PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,52,10,0,0,988,14,Mid_aged
2n Cycle,Widow,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,63,12,1,2,1072,27,Mid_aged
Graduation,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,47,11,2,0,174,12,Young
Graduation,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,0,65,11,1,3,758,22,Mid_aged
Master,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,66,11,1,2,195,11,Old
Master,Engaged,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,67,11,0,0,1084,17,Old
Master,Married,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,68,11,1,2,685,22,Old
Graduation,Married,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,34,11,0,0,43,6,Young
PhD,Engaged,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,67,10,2,0,49,5,Old
Graduation,Engaged,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,59,11,1,2,133,9,Mid_aged
Graduation,Engaged,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,67,11,1,2,363,15,Old
Graduation,Engaged,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,0,69,11,1,3,545,18,Old
Graduation,Engaged,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,52,11,1,2,1065,31,Mid_aged
Graduation,Engaged,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,55,11,0,0,2047,21,Mid_aged
Graduation,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,52,12,2,0,296,15,Mid_aged
Graduation,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,1,49,11,2,4,140,11,Mid_aged
Graduation,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,59,11,1,2,530,17,Mid_aged
PhD,Engaged,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,61,12,2,0,152,13,Mid_aged
Graduation,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,61,11,1,2,114,8,Mid_aged
Basic,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,38,12,1,2,101,10,Young
Graduation,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,51,11,1,2,25,4,Mid_aged
2n Cycle,Divorced,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,67,11,0,0,789,22,Old
Graduation,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,43,11,2,0,87,7,Young
PhD,Widow,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,66,11,2,0,90,11,Old
PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,65,11,1,2,1215,20,Mid_aged
PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,69,11,0,0,811,22,Old
Graduation,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,38,12,1,2,61,7,Young
Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,49,11,1,2,405,18,Mid_aged
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,69,10,2,0,72,9,Old
Graduation,Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,53,11,2,0,189,14,Mid_aged
PhD,Engaged,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,38,11,1,2,40,5,Young
Graduation,Divorced,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,46,10,1,2,63,10,Young
Graduation,Engaged,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,41,11,1,2,52,7,Young
PhD,Engaged,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,48,10,1,2,39,5,Mid_aged
Graduation,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,53,10,1,2,805,25,Mid_aged
Master,Engaged,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,68,10,1,2,130,8,Old
